"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"504409","occ","","IF","51255","Anchisauripus tuberosus","species","67395","recombined as","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504410","occ","","IF","51261","Eubrontes giganteus","species","66095","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504412","occ","","IF","51262","Anchisauripus tuberosus","species","67395","recombined as","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504413","occ","","IF","51263","Eubrontes approximatus","species","67406","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504548","occ","","","51287","Brachytrachelopan mesai n. gen. n. sp.","species","66115","","Brachytrachelopan mesai","species","66115","Kimmeridgian","Early Tithonian","154.8","145.06","13656","-71.583336","-43.688889","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dicraeosauridae","Brachytrachelopan","41"
"504694","occ","","","51316","Edmontosaurus regalis n. gen. n. sp.","species","63254","","Edmontosaurus regalis","species","63254","Early Maastrichtian","","72.2","66","17549","-112.883057","51.533054","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","112"
"504695","occ","32346","","51317","Pentaceratops aquilonius n. sp.","species","340980","","Vagaceratops irvinensis","species","64731","Late Campanian","","83.6","72.2","59189","-110.415802","49.141899","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Vagaceratops","113"
"504696","occ","32347","","51318","Pentaceratops aquilonius","species","340980","","Vagaceratops irvinensis","species","64731","Middle Campanian","Late Campanian","83.6","72.2","59189","-110.597504","49.200100","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Vagaceratops","113"
"506577","occ","15640","IF","51421","Irenesauripus glenrosensis","species","339158","recombined as","Eubrontes glenrosensis","species","68310","Early Albian","","113.2","110.1","15506","-98.616669","31.851667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","118"
"507603","occ","","","51518","Craspedodon lonzeensis n. gen. n. sp.","species","66257","","Craspedodon lonzeensis","species","66257","Coniacian","Santonian","89.8","83.6","13701","4.733300","50.549999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Craspedodon","39"
"507858","occ","","","51534","Parasaurolophus cyrtocristatus n. gen. n. sp.","species","66260","","Parasaurolophus cyrtocristatus","species","66260","Late Campanian","","83.6","72.2","13707","-108.000000","35.952778","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Parasaurolophus","113"
"507929","occ","","","51552","Coturnix coturnix","species","365980","","Coturnix coturnix","species","365977","Late Pleistocene","","0.129","0.0117","13691","9.693889","40.380833","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","922"
"507963","occ","","","51553","Coturnix coturnix","species","365980","","Coturnix coturnix","species","365977","Late Pleistocene","","0.129","0.0117","13691","9.693889","40.380833","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","922"
"508055","occ","","","13307","Lectavis bretincola n. gen. n. sp.","species","100986","","Lectavis bretincola","species","100986","Early Maastrichtian","","72.2","66","38776","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lectavis","112"
"508056","occ","","","13307","Soroavisaurus australis n. gen. n. sp.","species","100991","","Soroavisaurus australis","species","100991","Early Maastrichtian","","72.2","66","38776","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","Avisauridae","Soroavisaurus","112"
"508057","occ","","","13307","Yungavolucris brevipedalis n. gen. n. sp.","species","100988","","Yungavolucris brevipedalis","species","100988","Early Maastrichtian","","72.2","66","38776","-65.366669","-26.066668","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yungavolucris","112"
"508085","occ","","","51569","Titanosaurus australis n. sp.","species","64314","recombined as","Neuquensaurus australis","species","64314","Santonian","","85.7","83.6","36798","-68.233330","-38.950001","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Neuquensaurus","114"
"508092","occ","","","51573","Titanosaurus australis","species","64314","recombined as","Neuquensaurus australis","species","64314","Early Campanian","Middle Campanian","83.6","72.2","59060","-68.035698","-38.837898","Chordata","Saurischia","NO_ORDER_SPECIFIED","Saltasauridae","Neuquensaurus","113"
"508093","occ","","","51573","Laplatasaurus araukanicus n. gen. n. sp.","species","64322","","Laplatasaurus araukanicus","species","64322","Early Campanian","Middle Campanian","83.6","72.2","59060","-68.035698","-38.837898","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Laplatasaurus","113"
"508143","occ","13182","","32339","Pellegrinisaurus powelli n. gen. n. sp.","species","66269","","Pellegrinisaurus powelli","species","66269","Maastrichtian","","72.2","66","13714","-67.982765","-38.761730","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pellegrinisaurus","112"
"508147","occ","","","51580","Antarctosaurus wichmannianus n. gen. n. sp.","species","66264","","Antarctosaurus wichmannianus","species","66264","Early Campanian","Middle Campanian","83.6","72.2","59060","-67.650002","-39.119301","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Antarctosaurus","113"
"508502","occ","34067","","51618","Argyrosaurus superbus n. gen. n. sp.","species","66267","","Argyrosaurus superbus","species","66267","Campanian","Maastrichtian","83.6","66","36798","-69.216667","-45.450001","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Argyrosaurus","39"
"508504","occ","26850","","51620","Elaltitan lilloi n. gen. n. sp.","species","233929","","Elaltitan lilloi","species","233929","Coniacian","","89.8","85.7","41410","-69.428497","-45.971951","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Elaltitan","115"
"508508","occ","36279","","51623","Nullotitan glaciaris n. gen. n. sp.","species","400668","","Nullotitan glaciaris","species","400668","Early Maastrichtian","","72.2","66","71193","-72.558609","-50.483334","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nullotitan","112"
"508524","occ","18382","","51628","Trigonosaurus pricei n. gen. n. sp.","species","85461","","Baurutitan britoi","species","85463","Late Maastrichtian","","72.2","66","18658","-47.738335","-19.720278","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baurutitan","112"
"508532","occ","18383","","51628","Baurutitan britoi n. gen. n. sp.","species","85463","","Baurutitan britoi","species","85463","Late Maastrichtian","","72.2","66","18659","-47.738335","-19.720278","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baurutitan","112"
"508559","occ","15686","","51667","Adamantisaurus mezzalirai n. gen. n. sp.","species","70545","","Adamantisaurus mezzalirai","species","70545","Late Campanian","Early Maastrichtian","83.6","66","16508","-51.283298","-21.566700","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Adamantisaurus","39"
"508630","occ","","","14457","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.099998","46.099998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes","113"
"508631","occ","","","14457","Troodon formosus","species","54818","","Troodon formosus","species","54818","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.099998","46.099998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","113"
"508632","occ","","","14457","Richardoestesia gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.099998","46.099998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Richardoestesia","113"
"508635","occ","","","14434","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.269997","46.419998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Dromaeosaurus","113"
"508636","occ","","","14434","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.269997","46.419998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes","113"
"508637","occ","","","14434","Richardoestesia gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.269997","46.419998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Richardoestesia","113"
"508639","occ","","","51682","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.833611","46.435555","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Dromaeosaurus","113"
"508710","occ","","","51693","Angaturama limai n. gen. n. sp.","species","64276","","Angaturama limai","species","64276","Late Aptian","","119.57","113.2","13765","-39.266666","-7.216667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Angaturama","119"
"509483","occ","19289","","51708","Eustreptospondylus divesensis n. sp.","species","66393","recombined as","Piveteausaurus divesensis","species","66393","Late Callovian","","165.3","161.5","13771","-0.085142","49.298470","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Piveteausaurus","127"
"509484","occ","","","51709","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","Late Aptian","","119.57","113.2","13773","-97.784447","32.747501","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Acrocanthosaurus","119"
"510830","occ","13203","","25127","Deltadromeus agilis","species","65367","","Deltadromeus agilis","species","65367","Early Cenomanian","","100.5","93.9","7098","28.914782","28.431120","Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Deltadromeus","117"
"510831","occ","","","25127","? Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","100.5","93.9","13775","28.914782","28.431120","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","117"
"510834","occ","","","25127","aff. Erectopus sauvagei","species","67941","","Erectopus sauvagei","species","67941","Early Cenomanian","","100.5","93.9","13775","28.914782","28.431120","Chordata","Saurischia","NO_ORDER_SPECIFIED","Metriacanthosauridae","Erectopus","117"
"510835","occ","","","51744","Bahariasaurus ingens","species","66415","","Bahariasaurus ingens","species","66415","Early Cenomanian","","100.5","93.9","13775","28.923843","28.420826","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Bahariasaurus","117"
"510836","occ","13201","","51745","Deltadromeus agilis","species","65367","","Deltadromeus agilis","species","65367","Early Cenomanian","","100.5","93.9","7098","28.963158","28.431671","Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Deltadromeus","117"
"510838","occ","","","51746","aff. Erectopus sauvagei","species","67941","","Erectopus sauvagei","species","67941","Early Cenomanian","","100.5","93.9","13775","28.904488","28.360708","Chordata","Saurischia","NO_ORDER_SPECIFIED","Metriacanthosauridae","Erectopus","117"
"510841","occ","","","51747","Bahariasaurus ingens n. gen. n. sp.","species","66415","","Bahariasaurus ingens","species","66415","Early Cenomanian","","100.5","93.9","13775","29.041817","28.479420","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Bahariasaurus","117"
"510842","occ","36130","","51748","Spinosaurus aegyptiacus","species","53372","","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","100.5","93.9","70593","28.902561","28.417294","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Spinosaurus","117"
"510843","occ","13202","","51749","Deltadromeus agilis","species","65367","","Deltadromeus agilis","species","65367","Early Cenomanian","","100.5","93.9","7098","28.901007","28.426563","Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Deltadromeus","117"
"510844","occ","","","51750","aff. Erectopus sauvagei","species","67941","","Erectopus sauvagei","species","67941","Early Cenomanian","","100.5","93.9","13775","28.910757","28.414059","Chordata","Saurischia","NO_ORDER_SPECIFIED","Metriacanthosauridae","Erectopus","117"
"510845","occ","36236","","51751","Sigilmassasaurus cf. brevicollis","species","66917","","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","100.5","93.9","70978","29.116669","28.333330","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Spinosaurus","117"
"510846","occ","13204","","51752","Deltadromeus agilis","species","65367","","Deltadromeus agilis","species","65367","Early Cenomanian","","100.5","93.9","7098","28.924782","28.431120","Chordata","Saurischia","NO_ORDER_SPECIFIED","Noasauridae","Deltadromeus","117"
"512989","occ","35972","","51859","Europasaurus holgeri n. gen. n. sp.","species","81697","","Europasaurus holgeri","species","81697","Late Kimmeridgian","","152.21","149.2","17682","10.483300","51.900002","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Europasaurus","125"
"512990","occ","34995","","51860","Burianosaurus augustai n. gen. n. sp.","species","372412","","Burianosaurus augustai","species","372412","Late Cenomanian","","100.5","93.9","66120","15.183300","49.933300","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Burianosaurus","117"
"512991","occ","","","51861","Lambeosaurus clavinitialis n. sp.","species","63452","","Lambeosaurus clavinitialis","species","63452","Late Campanian","","83.6","72.2","12319","-111.506355","50.752739","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","113"
"512992","occ","","","51862","Lambeosaurus clavinitialis","species","63452","","Lambeosaurus clavinitialis","species","63452","Late Campanian","","83.6","72.2","12319","-111.511574","50.733292","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","113"
"512993","occ","","","51863","Lambeosaurus magnicristatum n. sp.","species","63453","corrected to","Lambeosaurus magnicristatus","species","63453","Late Campanian","","83.6","72.2","12118","-111.559807","50.741596","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus","113"
"513125","occ","13229","","51888","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Middle Albian","Early Cenomanian","110.1","93.9","13817","-153.247498","69.146942","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Dromaeosaurus","14"
