"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"369189","369189","txn","","","Tetrao urogallus","","369189","species","Tetrao urogallus","129743","Tetrao","12782","extant","20","2.58","0.129","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Tetrao",""
"331812","331813","txn","","","Plioperdix hungarica","","331812","species","Plioperdix hungarica","331388","Plioperdix","56920","extinct","1","8.725","5.09","8.725","5.09","Tortonian","Zanclean","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Plioperdix",""
"372653","372654","txn","","","Pternistis clappertoni","","372653","species","Pternistis clappertoni","369298","Pternistis","65172","extant","2","0.0117","0","0.0117","0","Holocene","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Pternistis",""
"369299","369300","txn","","","Pternistis capensis","","369299","species","Pternistis capensis","369298","Pternistis","65172","extant","2","0.129","0.0117","0.0117","0","Late Pleistocene","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Pternistis",""
"135606","135607","txn","","","Schaubortyx keltica","","135606","species","Schaubortyx keltica","135604","Schaubortyx","28430","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Schaubortyx",""
"191581","191582","txn","","","Miophasianus altus","","191581","species","Miophasianus altus","39342","Miophasianus","36650","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"370455","370455","txn","","","Phasianus desnoyersi","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","65508","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"369875","369875","txn","","","Ardea similis","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","65508","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"369831","369831","txn","","","Tantalus milneedwardsii","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","63955","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"370464","370464","txn","","","Gallus longaevus","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","65508","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"370457","370457","txn","","","Phasianus augustus","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","65508","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"370475","370475","txn","","","Palaeortyx maxima","subjective synonym of","191581","species","Miophasianus altus","39342","Miophasianus","65508","extinct","5","16.9","15.98","12.75","11.1","Burdigalian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"191583","191584","txn","","","Miophasianus medius","","191583","species","Miophasianus medius","39342","Miophasianus","36650","extinct","3","12.75","11.1","9.67","8.725","Serravallian","Tortonian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Miophasianus",""
"365969","365976","txn","","","Perdix perdix","","365969","species","Perdix perdix","365987","Perdix","12782","extant","22","2.58","0.129","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Perdix",""
"429974","429974","txn","","","Alectoris sutcliffei","subjective synonym of","365969","species","Perdix perdix","365987","Perdix","58139","extant","22","2.58","0.129","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Perdix",""
"379214","379214","txn","","","Perdix palaeoperdix","","379214","species","Perdix palaeoperdix","365987","Perdix","67439","extinct","3","1.8","0.774","1.8","0.774","Calabrian","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Perdix",""
"289714","289714","txn","","","Meleagris tridens","","289714","species","Meleagris tridens","39341","Meleagris","50336","extinct","1","0.129","0.0117","0.129","0.0117","Late Pleistocene","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"335133","335133","txn","","","Meleagris altus","","335133","species","Meleagris altus","39341","Meleagris","57738","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"139706","500620","txn","","","Meleagris californica","","139706","species","Meleagris californica","39341","Meleagris","89840","extinct","7","0.21","0.014","0.129","0.0117","Chibanian","Late Pleistocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"335134","335134","txn","","","Meleagris richmondi","","335134","species","Meleagris richmondi","39341","Meleagris","57738","extinct","1","2.58","0.0117","2.58","0.0117","Gelasian","Late Pleistocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"380354","380354","txn","","","Meleagris leopoldi","","380354","species","Meleagris leopoldi","39341","Meleagris","67652","extinct","1","4.7","1.4","4.7","1.4","Zanclean","Calabrian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"174045","174045","txn","","","Meleagris celer","","174045","species","Meleagris celer","39341","Meleagris","34552","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"432130","432130","txn","","","Meleagris crassipes","","432130","species","Meleagris crassipes","39341","Meleagris","75140","extinct","2","1.4","0.21","0.129","0.0117","Calabrian","Late Pleistocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"335131","335132","txn","","","Meleagris superba","","335131","species","Meleagris superba","39341","Meleagris","63641","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"110952","110952","txn","","","Meleagris gallopavo","","110952","species","Meleagris gallopavo","39341","Meleagris","12782","extant","48","2.58","0.21","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"54116","54116","txn","","","Ardea sellardsi","subjective synonym of","110952","species","Meleagris gallopavo","39341","Meleagris","9008","extant","48","2.58","0.21","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris",""
"381208","381208","txn","","","Alectoris bavarica","","381208","species","Alectoris bavarica","365988","Alectoris","57863","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"429968","429968","txn","","","Chauvireria balcanica","","429968","species","Chauvireria balcanica","365988","Alectoris","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"365992","365993","txn","","","Alectoris graeca","","365992","species","Alectoris graeca","365988","Alectoris","64667","extant","8","2.58","0.0117","0.0117","0","Gelasian","Holocene","2","2","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"373059","373060","txn","","","Alectoris chukar","","373059","species","Alectoris chukar","365988","Alectoris","65172","extant","2","0.129","0.0117","0.0117","0","Late Pleistocene","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"191578","429959","txn","","","Alectoris edwardsi","","191578","species","Alectoris edwardsi","365988","Alectoris","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"191579","191579","txn","","","Palaeortyx miocaena","subjective synonym of","191578","species","Alectoris edwardsi","365988","Alectoris","36650","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"365968","365989","txn","","","Alectoris rufa","","365968","species","Alectoris rufa","365988","Alectoris","12782","extant","12","0.774","0.0117","0.0117","0","Chibanian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"429965","429965","txn","","","Alectoris baryosefi","","429965","species","Alectoris baryosefi","365988","Alectoris","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"370443","429958","txn","","","Alectoris prisca","","370443","species","Alectoris prisca","365988","Alectoris","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Alectoris",""
"369177","369178","txn","","","Dendragapus fuliginosus","","369177","species","Dendragapus fuliginosus","291541","Dendragapus","65172","extant","1","2.58","0.0117","2.58","0.0117","Gelasian","Late Pleistocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Dendragapus",""
"291542","368032","txn","","","Dendragapus obscurus","","291542","species","Dendragapus obscurus","291541","Dendragapus","65172","extant","6","1.4","0.21","0.0117","0","Calabrian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Dendragapus",""
"335550","368461","txn","","","Dendragapus gilli","","335550","species","Dendragapus gilli","291541","Dendragapus","57864","extinct","2","0.129","0.0117","0.129","0.0117","Late Pleistocene","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Dendragapus",""
"423144","423144","txn","","","Coturnipes cooperi","","423144","species","Coturnipes cooperi","423142","Coturnipes","74648","extinct","2","56","48.07","56","48.07","Ypresian","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnipes",""
"373518","373520","txn","","","Margaroperdix madagarensis","","373518","species","Margaroperdix madagarensis","373519","Margaroperdix","65172","extant","1","0.129","0","0.129","0","Late Pleistocene","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Margaroperdix",""
"373068","373070","txn","","","Tetraogallus altaicus","","373068","species","Tetraogallus altaicus","373069","Tetraogallus","65172","extant","0","","","","","","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Tetraogallus",""
"129740","368030","txn","","","Falcipennis canadensis","","129740","species","Falcipennis canadensis","129739","Falcipennis","12782","extant","6","1.4","0.21","0.129","0","Calabrian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Falcipennis",""
"364824","364824","txn","","","Gallus bravardi","","364824","species","Gallus bravardi","99150","Gallus","28567","extinct","2","5.333","1.8","2.245","0.0117","Zanclean","Late Pleistocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Gallus",""
"429987","429987","txn","","","Gallus moldovicus","","429987","species","Gallus moldovicus","99150","Gallus","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Gallus",""
"429985","429985","txn","","","Gallus beremendensis","","429985","species","Gallus beremendensis","99150","Gallus","58139","extinct","1","5.333","0.0117","5.333","0.0117","Zanclean","Late Pleistocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Gallus",""
"429986","429986","txn","","","Gallus europaeus","","429986","species","Gallus europaeus","99150","Gallus","58139","extinct","1","0.774","0.129","0.774","0.129","Chibanian","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Gallus",""
"321675","368033","txn","","","Gallus gallus","","321675","species","Gallus gallus","99150","Gallus","12782","extant","83","0.129","0","0.0117","0","Late Pleistocene","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Gallus",""
"369318","369322","txn","","","Tetrastes bonasia","","369318","species","Tetrastes bonasia","369315","Tetrastes","12782","extant","5","0.774","0.129","0.0117","0","Chibanian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Tetrastes",""
"415633","415633","txn","","","Pavo cristatus","","415633","species","Pavo cristatus","114654","Pavo","71102","extant","0","","","","","","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Pavo",""
"114655","114655","txn","","","Pavo muticus","","114655","species","Pavo muticus","114654","Pavo","26216","extant","1","0.774","0.129","0.774","0.129","Chibanian","","2","2","Chordata","Saurischia","Galliformes","Phasianidae","Pavo",""
"429971","429971","txn","","","Pavo moldavicus","","429971","species","Pavo moldavicus","114654","Pavo","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Pavo",""
"370459","429969","txn","","","Pavo archiaci","","370459","species","Pavo archiaci","114654","Pavo","58139","extinct","7","13.82","11.63","4.16","2.245","Serravallian","Gelasian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Pavo",""
"370466","370466","txn","","","Gallus aesculapi","subjective synonym of","370459","species","Pavo archiaci","114654","Pavo","65508","extinct","7","13.82","11.63","4.16","2.245","Serravallian","Gelasian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Pavo",""
"372655","372657","txn","","","Peliperdix lathami","","372655","species","Peliperdix lathami","372656","Peliperdix","65172","extant","1","0.0117","0","0.0117","0","Holocene","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Peliperdix",""
"372828","372829","txn","","","Synoicus ypsilophorus","","372828","species","Synoicus ypsilophorus","370636","Synoicus","65172","extant","3","0.129","0.0117","0.129","0.0117","Late Pleistocene","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Synoicus",""
"370635","370637","txn","","","Synoicus chinensis","","370635","species","Synoicus chinensis","370636","Synoicus","65172","extant","3","0.129","0.0117","0.129","0","Late Pleistocene","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Synoicus",""
"365978","365981","txn","","","Lyrurus tetrix","","365978","species","Lyrurus tetrix","365979","Lyrurus","12782","extant","22","5.333","0.129","0.0117","0","Zanclean","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Lyrurus",""
"429979","429979","txn","","","Lyrurus partium","","429979","species","Lyrurus partium","365979","Lyrurus","58139","extinct","4","3.55","1.8","2.58","0.774","Piacenzian","Calabrian","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Lyrurus",""
"369378","369378","txn","","","Coturnix pectoralis","","369378","species","Coturnix pectoralis","143789","Coturnix","65172","extant","5","0.774","0.129","0.0117","0","Chibanian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"370442","429954","txn","","","Coturnix longipes","","370442","species","Coturnix longipes","143789","Coturnix","58139","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"370448","370448","txn","","","Palaeocryptonyx gaillardi","subjective synonym of","370442","species","Coturnix longipes","143789","Coturnix","65508","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"508762","508762","txn","","","Coturnix lignorum","","508762","species","Coturnix lignorum","143789","Coturnix","92064","extinct","3","0.0117","0","0.0117","0","Holocene","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"370445","370445","txn","","","Palaeoperdix keltica","","370445","species","Palaeoperdix keltica","143789","Coturnix","65508","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"370444","370444","txn","","","Palaeoperdix sansaniensis","","370444","species","Palaeoperdix sansaniensis","143789","Coturnix","65508","extinct","0","","","","","","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"370641","370641","txn","","","Coturnix japonica","","370641","species","Coturnix japonica","143789","Coturnix","65172","extant","1","0.129","0.0117","0.129","0.0117","Late Pleistocene","","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"143790","143790","txn","","","Coturnix novaezelandiae","","143790","species","Coturnix novaezelandiae","143789","Coturnix","29521","extinct","26","0.129","0.0117","0.0117","0","Late Pleistocene","Holocene","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"365977","365980","txn","","","Coturnix coturnix","","365977","species","Coturnix coturnix","143789","Coturnix","12782","extant","28","2.58","0.774","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"429956","429956","txn","","","Scolopax ghardalamensi","subjective synonym of","365977","species","Coturnix coturnix","143789","Coturnix","58139","extant","28","2.58","0.774","0.0117","0","Gelasian","Holocene","1","1","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
"508764","508764","txn","","","Coturnix centensis","","508764","species","Coturnix centensis","143789","Coturnix","92064","extinct","1","0.0117","0","0.0117","0","Holocene","","1","0","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix",""
